ID,Codigo Equipo,Correlativo Equipo ,Fecha de Mantenimiento,Descripcion de actividad,Preventivo,Taller Externo,Costo ,OT,Modified,CodigoYCorr,Fecha Programado,Ejecutado,Actividades programadas,Created,Compliance Asset Id,Item Type,Path
203,SB.23KV.LIN,1.0,2025-06-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Mayo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:44:58,SB.23KV.LIN.1,,,,2025-06-09 13:47:48,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
204,SB.23KV.LIN,1.0,2025-04-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Abril
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:50:19,SB.23KV.LIN.1,,,,2025-06-09 13:50:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
205,SB.23KV.LIN,1.0,2025-04-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-11-01 13:47:13,SB.23KV.LIN.1,,,,2025-06-09 13:56:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
206,SB.23KV.LIN,1.0,2025-04-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:58:17,SB.23KV.LIN.1,,,,2025-06-09 13:58:16,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
207,SB.23KV.LIN,1.0,2025-03-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:59:47,SB.23KV.LIN.1,,,,2025-06-09 13:59:46,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
208,SB.23KV.LIN,1.0,2025-03-01 00:00:00,"Reporte de actividades CIDECA 16 al 28 de Febrero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:37:28,SB.23KV.LIN.1,,,,2025-06-09 14:37:27,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
209,SB.23KV.LIN,1.0,2025-02-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Febrero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:38:24,SB.23KV.LIN.1,,,,2025-06-09 14:38:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
210,SB.23KV.LIN,1.0,2025-02-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Enero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:39:44,SB.23KV.LIN.1,,,,2025-06-09 14:39:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
211,SB.23KV.LIN,1.0,2025-01-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Enero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:40:58,SB.23KV.LIN.1,,,,2025-06-09 14:40:57,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
212,SB.23KV.LIN,1.0,2025-01-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Diciembre
-Mantenimiento programado de Linea
Sustitución de elementos 
Limpieza de Elementos.
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:43:53,SB.23KV.LIN.1,,,,2025-06-09 14:43:52,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
213,SB.46kV.TC,1.0,2024-12-18 00:00:00,"Pruebas de TCs san Juan Opico
Relacion de espira de polaridad
Resistencia de devanado
Curva de Saturación.
Determinación de Error: Magnitud y Fase – Método Indirecto.",Si,Si,,,2025-06-10 14:54:49,SB.46kV.TC.1,,,,2025-06-10 14:54:46,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
214,SB.46kV.TC,4.0,2024-12-18 00:00:00,"Pruebas Ejecutadas.
-Relación de espiras y polaridad.
-Resistencia de Devanados.
-Curva de saturación.
-Determinación de Error: Magnitud y Fase – Método Indirecto.

",Si,Si,,,2025-06-10 14:59:13,SB.46kV.TC.4,,,,2025-06-10 14:59:09,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
215,SB.46kV.LIN,1.0,2025-06-01 00:00:00,"Informe de actividades del 16 al 31 de mayo 2025.
-inspección de línea.
-poda de ramas de arboles.
",Si,Cideca,,,2025-06-10 15:04:46,SB.46kV.LIN.1,,,,2025-06-10 15:04:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
216,INF.CIV.MUR,1.0,2025-03-31 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Marzo
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de batería.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:28:51,INF.CIV.MUR.1,,,,2025-06-11 15:04:00,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
217,INF.CIV.MUR,1.0,2025-04-30 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Abril
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:29:03,INF.CIV.MUR.1,,,,2025-06-11 15:07:41,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
218,INF.CIV.MUR,1.0,2025-05-31 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Mayo
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de batería.
Revisión de sirena.
Reparación de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:29:14,INF.CIV.MUR.1,,,,2025-06-11 15:10:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
219,SCI.CBCI.BCI,1.0,2025-06-10 00:00:00,Mtto preventivo de sistema contra incendios.,Si,Si,1300.0,,2025-11-01 13:44:37,SCI.CBCI.BCI.1,,,,2025-07-28 12:21:34,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
220,PSVZ.EXT.POZ,4.0,2025-08-09 00:00:00,"Se realizo la sustitución de bomba y motor de 100hp en pozo 4. agregar que se colocó motor de 100hp que estaba de media vida.  además, se hizo cambio de variador por un arrancador suave. se está cotizando la reposición de variador .",No,MAPOSA,1500.0,,2025-08-22 07:48:59,PSVZ.EXT.POZ.4,,,,2025-08-22 07:48:59,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
221,PSVZ.EXT.POZ,2.0,2025-08-11 00:00:00,"Mantenimiento preventivo de pozo 2.
se identifico que motor de 50 hp esta quemado. ",Si,MAPOSA,2950.0,,2025-08-22 08:10:56,PSVZ.EXT.POZ.2,,,,2025-08-22 08:10:56,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
222,PSVZ.SVDR.BTS,4.0,2025-01-13 00:00:00,Matenimiento preventivo bombas de suavizador5 4 y 5.,Si,Taller Hernandez,2250.0,,2025-11-01 13:49:05,PSVZ.SVDR.BTS.4,,,,2025-08-25 10:06:22,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
223,PTAR2 ,1.0,2025-07-24 00:00:00,"Mantenimiento correctivo , de motor criba ",No,Taller Hernandez,1275.0,,2025-08-28 12:23:27,PTAR2 .1,,,,2025-08-28 12:23:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
224,SB.46kV.TX,1.0,2025-08-06 00:00:00,"Informe de servicio de termovacío - Trafo 20MVA SE HBI
El documento incluye la siguiente información:
•	Descripción detallada del servicio ejecutado
•	Protocolo de intervención
•	Registro fotográfico del proceso y resultados
•	Conclusiones técnicas
•	Recomendaciones operativas y de mantenimiento
",Si,Cideca,,,2025-09-08 13:21:59,SB.46kV.TX.1,,,,2025-09-08 13:21:57,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
225,SB.23KV.LIN,1.0,2025-09-01 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Septiembre
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-09-17 06:22:28,SB.23KV.LIN.1,,,,2025-09-17 06:22:25,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
226,SB.46kV.LIN,1.0,2025-09-01 00:00:00,"Informe de actividades del 01 al 15 de Septiembre 2025.
-inspección de línea.
-poda de ramas de arboles.",Si,Cideca,,,2025-09-17 06:23:46,SB.46kV.LIN.1,,,,2025-09-17 06:23:43,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
227,PSVZ.EXT.POZ,4.0,2025-09-26 00:00:00,"Se hizo cambio de motor de bomba. el motor es completamente nuevo, marca franklin electric de 100hp, además se cambió cable de alimentación eléctrica. ",No,MAPOSA,1500.0,,2025-09-29 12:56:49,PSVZ.EXT.POZ.4,,,,2025-09-29 12:56:49,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
228,PCLD.GDV.TCDL,3.0,2025-09-05 00:00:00,"Caldera #3
Reparación de tubo central
Cambio de 1 tubo de fuego pulmón derecho
prueba hidrostáticas 150 PSI.",No,IMR,900.0,,2025-10-01 07:48:50,PCLD.GDV.TCDL.3,,,,2025-10-01 07:48:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
229,SB.46kV.LIN,1.0,2025-09-16 00:00:00,"Informe de actividades del 16 al 30 de Septiembre 2025.
-inspección de línea.
-poda de ramas de arboles.",Si,Cideca,,,2025-10-02 06:33:28,SB.46kV.LIN.1,,,,2025-10-02 06:33:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
230,SB.23KV.LIN,1.0,2025-09-16 00:00:00,"Informe de actividades del 16 al 30 de Septiembre 2025.
-inspección de línea.
-poda de ramas de arboles.",,,,,2025-10-23 12:44:44,SB.23KV.LIN.1,,,,2025-10-02 06:34:31,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
231,INF.CIV.MUR,1.0,2025-06-30 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Mayo
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de batería.
Revisión de sirena.
Reparación de lineas.",Si,JV Sistemas,325.0,,2025-11-01 13:48:04,INF.CIV.MUR.1,,,,2025-10-02 06:39:01,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
232,INF.CIV.MUR,1.0,2025-06-30 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Junio
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-10-02 07:00:35,INF.CIV.MUR.1,,,,2025-10-02 07:00:35,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
233,INF.CIV.MUR,1.0,2025-07-31 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Julio
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-10-02 07:03:04,INF.CIV.MUR.1,,,,2025-10-02 07:03:04,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
234,INF.CIV.MUR,1.0,2025-08-29 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Agosto
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-10-02 07:04:01,INF.CIV.MUR.1,,,,2025-10-02 07:04:01,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
242,PTAR2.DOC.CLR,1.0,,,,,,161.0,2026-03-10 16:33:09,PTAR2.DOC.CLR.1,2026-12-16,No,"Mantenimiento clarificador frencuencia 2 años, Cambiar corona de bronce",2025-10-09 13:43:47,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
243,INF.CIV.MUR,1.0,2025-09-29 23:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Septiembre
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-10-23 12:35:05,INF.CIV.MUR.1,,,,2025-10-23 12:35:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
244,SB.23KV.LIN,1.0,2025-08-30 23:00:00,"Informe termográfico
Linea de distribución de 23 KV
Agosto 2025.
Elementos a inspeccionar 
Estudio termográfico.",Si,Cideca,,,2025-10-23 12:44:40,SB.23KV.LIN.1,,,,2025-10-23 12:44:38,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
245,SB.46kV.INT,1.0,,,,,,162.0,2026-03-10 16:33:47,SB.46kV.INT.1,2026-04-10,No,Pruebas de pureza de Gas,2025-10-31 14:34:53,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
246,PTAR1.AA.AE,14.0,,,,,,163.0,2025-10-31 14:46:10,PTAR1.AA.AE.14,2026-03-18,No,Enviar a reparacion de caja (Programar hasta indicacion gerencial),2025-10-31 14:46:10,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
247,PTAR1.AA.AE,2.0,,,,,,164.0,2026-03-10 16:37:02,PTAR1.AA.AE.2,2025-03-27,No,Programar hasta indicacion gerencial el reemplazo de sellos y sacado de planta,2025-10-31 14:48:57,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
248,PTAR1.AA.AE,10.0,,,,,,165.0,2026-03-10 16:34:04,PTAR1.AA.AE.10,2026-02-26,No,enviar a fabricacion o rectificado de aspas (Hasta recibir indicacion gerencial),2025-10-31 14:52:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
249,PSVZ.EXT.POZ,1.0,,,,,,170.0,2026-03-10 16:34:30,PSVZ.EXT.POZ.1,2026-07-15,No,"Extracción de pozo y revision de motor,floculacion y soplado de pozo y video de estado, reemplazar Cable",2025-11-01 15:19:58,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
250,PSVZ.EXT.POZ,3.0,,,,,,171.0,2026-03-10 16:35:11,PSVZ.EXT.POZ.3,2026-05-19,No,Mantenimiento Anual de pozo,2025-11-01 15:20:40,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
251,SB.46kV.TP,1.0,,,,,,172.0,2026-03-10 16:36:48,SB.46kV.TP.1,2026-08-05,No,Pruebas Anuales segun plan,2025-11-01 16:39:13,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
252,PCLD.GDV.TCDL,1.0,,,,,,173.0,2026-03-10 16:36:38,PCLD.GDV.TCDL.1,2026-12-10,No,Programar 5 calderas para peritajes en frio,2025-11-01 16:41:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
253,SCI.CBCI.BCI,2.0,,,,,,174.0,2026-03-10 16:36:19,SCI.CBCI.BCI.2,2026-03-13,No,"Mantenimiento anual segun programa, cambio de aceite, filtros, verificacion de caudal etc.",2025-11-01 16:43:56,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
254,PDO.GDO.CHR,1.0,2025-10-14 23:00:00,"Mantenimiento preventivo chiller,  inlcuye cambio de aceite , cambio de filtros y cambio de refrigerante. además se hizo el cambio de rubatex.",Si,Si,1425.0,,2025-11-03 05:26:53,PDO.GDO.CHR.1,,,,2025-11-03 05:26:53,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
255,PDO.GDO.GOZ,19.0,2024-08-13 23:00:00,Se repararon por falla eléctrica. ,No,Si,3800.0,,2025-11-03 05:59:06,PDO.GDO.GOZ.19,,,,2025-11-03 05:53:15,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
256,PDO.GDO.GOZ,20.0,2024-08-14 23:00:00,Reparación por falla eléctrica ,Si,Si,3800.0,,2025-11-03 05:58:07,PDO.GDO.GOZ.20,,,,2025-11-03 05:58:07,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
257,PDO.GDO.GOZ,34.0,2024-08-13 23:00:00,Reparación por falla electrica,Si,Si,3800.0,,2025-11-03 06:06:03,PDO.GDO.GOZ.34,,,,2025-11-03 06:06:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
258,PDO.GDO.GOZ,1.0,2025-07-14 23:00:00,En el archivo de Excel se muestra toda la información del estado actual de los generadores de ozono. ,Si,No,,,2025-11-03 06:33:25,PDO.GDO.GOZ.1,,,,2025-11-03 06:33:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
259,SB.23KV.LIN,1.0,2025-10-30 23:00:00,"Informe de termografía en línea de distribución de 23 Kv
Se reporta punto de monitores en poste N° 25
Se intervendrá en paro de planta de Diciembre.",Si,Cideca,,,2025-11-12 12:28:49,SB.23KV.LIN.1,,,,2025-11-12 12:28:47,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
260,SB.46kV.INT,1.0,2025-11-04 22:00:00,"Cambio de gas SF6, Interruptor en San Juan Opico.
se realizo cambio de gas por alta contaminación de SO2.
 ",No,,,,2025-11-12 14:39:55,SB.46kV.INT.1,,,,2025-11-12 14:39:50,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
261,PTAR1.AA.AE,6.0,2025-12-02 22:00:00,Se rehubico aerador 6 montado en fase 2 u se coloco en posicion 2 fase 1 planta 1. aclarar que son equipos que ya han estado trabajando.,Si,,,,2025-12-04 05:34:40,PTAR1.AA.AE.6,,,,2025-12-04 05:34:39,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
262,PTAR1.AA.AE,7.0,2025-12-02 22:00:00,"Se reubico aerador 7 posicion 7 fase 2, en posicion 1 fase 1 . aclarar que son aeradores que han estado trabajando. el costo fue unicamente de servicio de grua. ",Si,,,,2025-12-04 05:41:44,PTAR1.AA.AE.7,,,,2025-12-04 05:41:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
263,PTAR1.AA.AE,2.0,2025-12-02 22:00:00,Aerador 2 se saco para mtto preventivo y reparacion de caja reductorar por desacople de eje.,Si,Taller Hernandez,,,2025-12-05 05:38:51,PTAR1.AA.AE.2,,,,2025-12-05 05:38:51,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
264,PTAR1.AA.AE,14.0,2025-12-02 22:00:00,Aerador 14 se saco para el mantenimiento preventivo.,Si,Taller Hernandez,,,2025-12-05 05:45:03,PTAR1.AA.AE.14,,,,2025-12-05 05:45:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
265,PTAR2.DOC.CLR,1.0,2026-01-05 22:00:00,"Pulido y limpieza de estructura
Mtto de caja reductora 
Inspeccion de corona y tornillo
Medicion de motores 

",Si,SIMD,19500.0,,2026-03-10 14:57:46,PTAR2.DOC.CLR.1,,,,2026-03-10 14:57:45,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
266,PTAR2.DOC.MTL,1.0,2026-01-06 22:00:00,"Remosion de pintura 
Sustitucion de laminas oxidadas 
Remosion de oxido 
Pintura general 
Cambio de baleros, retenedores y aceite de caja",Si,Taller Hernandez,4200.0,,2026-03-10 15:01:17,PTAR2.DOC.MTL.1,,,,2026-03-10 15:00:54,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
267,PCLD.GDV.TCDL,1.0,2025-12-28 22:00:00,"Reporte de Gases 
Peritaje 
Mantenimiento anual. 
Limpieza lado fuego lado agua
Cambio de empaques lado fuego y lado agua
Resane de refractarios
Cambio de fibra ceramica 
Revision electrica 
Comprobacion de paros por falla o seguridad",Si,IMR,5280.0,,2026-03-10 15:17:32,PCLD.GDV.TCDL.1,,,,2026-03-10 15:17:28,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
268,PCLD.GDV.TCDL,2.0,2025-12-28 22:00:00,"Reporte de Gases 
Peritaje 
Mantenimiento anual. 
Limpieza lado fuego lado agua
Cambio de empaques lado fuego y lado agua
Resane de refractarios
Cambio de fibra ceramica 
Revision electrica 
Comprobacion de paros por falla o seguridad",Si,IMR,5280.0,,2026-03-10 15:18:50,PCLD.GDV.TCDL.2,,,,2026-03-10 15:18:48,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
269,PCLD.GDV.TCDL,3.0,2025-12-28 22:00:00,"Reporte de Gases 
Peritaje 
Mantenimiento anual. 
Limpieza lado fuego lado agua
Cambio de empaques lado fuego y lado agua
Resane de refractarios
Cambio de fibra ceramica 
Revision electrica 
Comprobacion de paros por falla o seguridad",Si,IMR,5280.0,,2026-03-10 15:20:13,PCLD.GDV.TCDL.3,,,,2026-03-10 15:20:11,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
270,PCLD.GDV.TCDL,4.0,2025-12-28 22:00:00,"Reporte de Gases 
Peritaje 
Mantenimiento anual. 
Limpieza lado fuego lado agua
Cambio de empaques lado fuego y lado agua
Resane de refractarios
Cambio de fibra ceramica 
Revision electrica 
Comprobacion de paros por falla o seguridad",Si,IMR,5280.0,,2026-03-10 15:23:28,PCLD.GDV.TCDL.4,,,,2026-03-10 15:23:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
271,PCLD.GDV.TCDL,5.0,2026-01-06 22:00:00,"Reporte de Gases 
Peritaje 
Mantenimiento anual. 
Limpieza lado fuego lado agua
Cambio de empaques lado fuego y lado agua
Resane de refractarios
Cambio de fibra ceramica 
Revision electrica 
Comprobacion de paros por falla o seguridad",Si,IMR,5280.0,,2026-03-10 15:24:26,PCLD.GDV.TCDL.5,,,,2026-03-10 15:24:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
272,PCLD.GLP.VAP,1.0,2025-12-29 22:00:00,"Mantenimiento de Unidades de vaporización de GLP, perteneciente a Tropigas de El Salvador.",Si,,0.0,,2026-03-10 15:26:31,PCLD.GLP.VAP.1,,,,2026-03-10 15:26:13,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
273,PCLD.GLP.VAP,1.0,2026-01-22 22:00:00,Prueba de elementos de seguridad Anual,Si,,0.0,,2026-03-10 15:29:36,PCLD.GLP.VAP.1,,,,2026-03-10 15:29:36,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
274,PCLD.GLP.TAN,1.0,2026-02-22 22:00:00,Prueba de fugas de tanques y revision general de tanques de GLP de tropigas,Si,,0.0,,2026-03-10 15:31:16,PCLD.GLP.TAN.1,,,,2026-03-10 15:31:14,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
275,PSVZ.EXT.POZ,1.0,2025-11-09 22:00:00,"Mantenimiento correctivo de pozo por bomba y motor fallados debido a oxido/corrocion. 
Se reemplazo bomba y motor, se hizo empalme de cable",No,MAPOSA,5000.0,,2026-03-10 15:33:23,PSVZ.EXT.POZ.1,,,,2026-03-10 15:33:22,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
276,SB.46kV.TX,1.0,2026-01-01 22:00:00,Informe de pruebas electricas y Gases Anual (Luego de termovacio),Si,Energetica,2800.0,,2026-03-10 15:50:36,SB.46kV.TX.1,,,,2026-03-10 15:50:36,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
277,SB.46kV.LIN,1.0,2026-02-17 22:00:00,Termografia de Rutina Febrero 2026 Bahias 46kV,Si,Energetica,0.0,,2026-03-10 15:55:18,SB.46kV.LIN.1,,,,2026-03-10 15:55:16,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
278,PTAR2.DOC.CTR,1.0,2025-04-21 23:00:00,"Por falla electrica en contactor, se cambio contactor y se verifico circuito de control ",No,Kaeser,,,2026-03-10 16:24:40,PTAR2.DOC.CTR.1,,,,2026-03-10 16:24:39,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
279,PTAR2.DOC.CTR,1.0,2025-10-17 23:00:00,Mantenimiento regular ASD40,Si,Kaeser,,,2026-03-10 16:26:22,PTAR2.DOC.CTR.1,,,,2026-03-10 16:26:22,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
280,PTAR1.AA.MI,1.0,,,,,,168.0,2026-03-10 19:26:49,PTAR1.AA.MI.1,2026-03-24,No,Necesita embobinado y cambio de rodamientos,2026-03-10 19:26:49,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
281,PTAR2.AA.AE,11.0,,,,,,176.0,2026-03-10 19:30:52,PTAR2.AA.AE.11,2026-04-23,No,Mantenimiento de 2 años ultima fecha 2022,2026-03-10 19:30:52,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
282,PTAR2.RL.RASP,2.0,,,,,,177.0,2026-03-10 19:36:53,PTAR2.RL.RASP.2,2026-04-09,No,Se necesita embobinar y sustitucion de sello.,2026-03-10 19:36:53,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
283,PTAR2.RL.TSP,1.0,,,,,,178.0,2026-03-10 19:38:26,PTAR2.RL.TSP.1,2026-03-31,No,"Disponible pero con fuga de aceite, enviar a mtto regular y rebobinado de motor",2026-03-10 19:38:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
